year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2006,6,3,11,7,45,10,4.1,0,,TURKEY:  HAKKARI,37.605,43.787,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,1,21,7,38,57,3,5.1,0,,TURKEY:  E,39.592,42.863,140,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0
2007,2,21,11,5,29,10,5.7,0,,"TURKEY:  DOGANKOY, PUTURGE, SIVRICE",38.318,39.267,140,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2007,12,20,9,48,29,10,5.7,0,,"TURKEY:  CENTRAL:  YENIYAPAN, ABAZLAR, SUYUGUZEL",39.417,33.212,140,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
2007,12,26,23,47,10,8,5.6,0,,TURKEY:  CENTRAL:  ANKARA,39.446,33.162,140,0,0,0,0,0,0,0,3,2214,4,2214,4,0,0,0,0,2214,0
2008,9,3,2,22,47,6,4.1,0,,TURKEY:  ADIYAMAN,37.507,38.503,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2010,3,8,2,32,34,12,6.1,0,,"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI",38.864,39.986,140,51,2,0,0,100,2,0,2,287,3,287,3,51,0,100,0,287,700
2011,5,19,21,12,51,7,4.3,0,,TURKEY:  SIMAV,39.12,29.04,140,2,1,0,0,125,3,0,1,0,0,0,2,2,0,125,0,0,0
2011,10,23,10,41,22,16,7.1,0,,"TURKEY:  ERCIS, VAN",38.722,43.513,140,604,3,0,0,2608,4,1500,4,5739,4,4882,4,604,0,2608,1500,5739,4882
2011,11,9,19,23,33,5,5.7,0,,TURKEY:  VAN,38.429,43.229,140,40,1,0,0,0,0,0,1,0,1,0,0,40,0,0,0,0,0
2012,6,10,12,44,16,35,6.1,0,,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88,140,0,0,0,0,6,1,0,1,0,0,0,2,0,0,6,0,0,0
2012,6,14,5,52,53,5,5.3,0,,TURKEY:  SIRNAK,37.294,42.325,140,0,0,0,0,23,1,0,1,0,0,25,1,0,0,23,0,0,25
2017,5,28,11,4,59,1,5.0,0,,"TURKEY: MANISA: SARUHANLI, GOLMARMARA",38.765,27.775,140,0,0,0,0,0,0,0,2,0,0,35,1,0,0,0,0,0,35
2017,7,20,22,31,12,10,6.7,0,,"TURKEY: BODRUM, DATCA; GREECE: KOS",36.949,27.458,140,2,1,0,0,500,3,0,2,0,1,0,1,2,0,500,0,0,0
