year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2008,2,13,20,55,31,14,4.9,0,,IRAN:  NASIRABAD,31.73,51.2,140,0,0,0,0,10,1,0,1,0,0,0,0,0,0,10,0,0,70
2008,5,1,0,15,27,16,4.5,0,,"IRAN:  LORESTAN, BOROUJERD",33.86,48.59,140,0,0,0,0,100,1,0,1,0,0,0,0,0,0,100,0,0,0
2008,7,3,23,10,2,10,5.0,0,,IRAN:  NE:  KATKAN,35.5,58.8,140,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
2008,9,10,11,0,34,12,6.1,0,,IRAN:  HORMOZGAN PROVINCE,26.743,55.828,140,7,1,0,0,45,1,0,3,0,3,0,3,7,0,45,0,0,0
2008,12,7,13,36,21,15,5.4,0,,IRAN:  S,26.99,55.8,140,0,0,0,0,5,1,0,1,0,0,0,0,0,0,5,0,0,0
2009,11,3,23,26,52,14,5.1,0,,IRAN:  BANDAR ABBAS,27.334,56.202,140,0,0,0,0,269,3,0,1,0,0,0,0,0,0,269,0,0,0
2010,1,16,20,23,37,5,5.0,0,,IRAN:  KHUZESTAN:  ARRJAN,32.45,48.3,140,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,150
2010,7,20,19,38,9,10,5.8,0,,IRAN:  FARSINAJ,27.022,53.861,140,1,1,0,0,32,1,0,2,0,0,0,3,1,0,32,0,0,0
2010,7,30,13,50,13,24,5.4,0,,IRAN:  TORBET-I-HEYDARIYEH,35.217,59.308,140,0,0,0,0,274,3,0,3,0,0,0,0,0,0,274,0,0,0
2010,8,27,19,23,49,7,5.7,0,,IRAN:  DAMGHAN-TORUD,35.49,54.47,140,3,1,0,0,200,3,0,3,700,3,0,0,3,0,200,0,700,0
2010,9,27,11,22,46,27,5.8,0,,IRAN:  SHIRAZ,29.647,51.665,140,1,1,0,0,3,1,0,1,0,1,0,0,1,0,3,0,0,0
2010,11,6,3,52,20,5,4.9,0,,IRAN:  DORUD-RAZAN,33.37,48.94,140,0,0,0,0,104,3,0,1,0,0,0,2,0,0,104,0,0,0
2010,12,20,18,41,59,12,6.5,0,,IRAN:  KERMAN,28.412,59.18,140,7,1,0,0,25,1,0,3,0,3,1800,4,7,0,25,0,0,1800
2011,1,5,16,32,24,24,4.5,0,,IRAN:  FARS PROVINCE,30.16,51.62,140,0,0,0,0,16,1,0,2,0,0,0,0,0,0,16,0,0,0
2012,1,19,12,35,51,8,5.3,0,,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,140,0,0,0,0,238,3,0,1,0,0,0,2,0,0,238,0,0,0
2012,2,27,18,48,55,10,5.2,0,,IRAN:  RAVAR,31.428,56.778,140,0,0,0,0,6,1,0,1,0,0,0,2,0,0,6,0,0,0
2012,5,3,10,9,35,10,5.4,0,,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,140,0,0,0,0,8,1,0,2,0,0,0,3,0,0,8,0,0,0
2012,8,11,12,23,18,11,6.5,0,,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,140,306,3,0,0,3000,4,0,4,0,4,0,4,306,0,3000,0,0,0
2012,12,5,17,8,13,14,5.7,0,,IRAN:  KHORASAN PROVINCE,33.506,59.571,140,8,1,0,0,12,1,0,1,0,0,0,1,8,0,12,0,0,0
2013,4,9,11,52,49,12,6.3,0,,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,140,37,1,0,0,850,3,0,2,0,3,700,3,37,0,850,0,0,700
2013,4,16,10,44,20,80,7.7,0,,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,140,40,1,0,0,300,3,0,3,0,0,1000,3,40,0,300,0,0,1000
2013,5,11,2,8,8,15,6.1,0,,IRAN:  HORMOZGAN: BASHAGARD,26.56,57.77,140,2,1,0,0,20,1,0,2,0,0,0,3,2,0,20,0,0,0
2013,11,28,13,51,51,4,5.7,4,,IRAN:  BORAZJAN,29.275,51.313,140,8,1,0,0,200,3,0,2,250,3,0,1,8,0,200,0,250,0
2014,1,2,3,13,57,8,5.3,0,,IRAN:  BASTAK,27.15,54.448,140,1,1,0,0,30,1,0,1,0,0,0,3,1,0,30,0,0,0
2014,2,2,14,26,51,10,5.3,0,,IRAN:  GOHARAN,26.589,57.741,140,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0
2014,8,18,2,32,2,6,6.2,3,,IRAN:  ILAM PROVINCE:  ABDANAN,32.663,47.673,140,0,0,0,0,330,2,0,1,2700,4,17000,4,0,0,330,0,2700,17000
2017,1,6,2,33,29,10,5.0,0,,IRAN:  KHONJ,28.2,53.107,140,4,1,0,0,4,1,0,1,0,0,0,0,4,0,4,0,0,0
2017,4,5,6,9,12,13,6.1,0,,IRAN:  SEFID SANG,35.8,60.436,140,2,1,0,0,11,1,0,1,0,0,0,1,2,0,11,0,0,0
2017,5,13,18,1,0,17,5.8,0,,IRAN: KHORASAN,37.777,57.195,140,2,1,0,0,400,3,0,2,0,0,0,4,2,0,400,0,0,0
2017,11,12,18,18,17,23,7.3,0,,IRAN: KERMANSHAH; IRAQ: KURDISTAN,34.886,45.941,140,630,3,0,0,12900,4,750,4,15500,4,14500,4,630,0,12900,750,15500,14500
2017,12,1,2,32,46,10,6.0,0,,IRAN:  KERMAN,30.765,57.331,140,0,0,0,0,51,1,0,1,0,2,0,1,0,0,51,0,0,0
2017,12,20,19,57,37,10,4.9,0,,IRAN:  ALBORZ,35.654,50.949,140,2,1,0,0,115,3,0,0,0,0,0,0,2,0,115,0,0,0
2017,12,27,21,24,33,10,4.0,0,,"IRAN: ALBORZ, TEHRAN",35.692,50.9,140,1,1,0,0,57,2,0,0,0,0,0,0,1,0,57,0,0,0
