year,month,day,hour,minute,second,focal_depth,EQ_primary,intensity,state,location_name,latitude,longitude,region_code,deaths,deaths_description,missing,missing_description,injuries,injuries_description,damage_millions_dollars,damage_description,house_destroyed,house_destroyed_description,house_damaged,house_damaged_description,total_deaths,total_missing,total_injuries,total_damage_million_dollars,total_house_destroyed,total_house_damaged
2007,5,8,15,46,49,14,4.5,5,MT,MONTANA:  SHERIDAN,45.394,-112.13,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,7,20,11,42,22,5,4.2,0,CA,CALIFORNIA:  MONTCLAIR,37.804,-122.193,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2007,8,2,3,21,42,21,6.7,0,AK,ALASKA:  ALEUTIAN ISLANDS,51.307,-179.971,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,8,6,8,48,40,2,4.2,0,UT,UTAH:  HUNTINGTON,39.465,-111.237,150,9,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0
2007,8,17,0,38,56,0,1.6,0,UT,UTAH,39.464,-111.207,150,3,1,0,0,6,1,0,0,0,0,0,0,3,0,6,0,0,0
2007,10,31,3,4,54,10,5.6,0,CA,CALIFORNIA:  SAN JOSE,37.434,-121.774,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2008,2,21,14,16,2,7,6.0,8,NV,NEVADA:  WELLS,41.153,-114.867,150,0,0,0,0,3,1,0,2,0,0,720,3,0,0,3,0,0,720
2008,4,18,9,36,59,14,5.3,0,,ILLINOIS:  WEST SALEM,38.452,-87.886,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2008,4,26,6,40,10,1,5.0,0,,NEVADA:  FALLON,39.52,-119.93,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2008,7,29,18,42,15,15,5.4,6,CA,CALIFORNIA:  LOS ANGELES,33.953,-117.761,150,0,0,0,0,8,1,0,1,0,0,0,1,0,0,8,0,0,0
2010,1,10,0,27,39,29,6.5,0,CA,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,150,0,0,0,0,30,1,21,3,0,0,0,0,0,0,30,21,0,0
2010,6,15,4,26,58,5,5.8,0,,CALIFORNIA:  OCOTILLO,32.7,-115.921,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2010,12,19,5,5,30,5,3.7,0,OK,OKLAHOMA:  LUTHER,35.827,-96.772,150,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2011,2,17,22,47,21,1,3.1,0,,COLORADO:  PAONIA,38.947,-107.497,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2011,6,24,3,9,39,52,7.3,0,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,8,23,5,46,18,4,5.4,7,CO,COLORADO:  SEGUNDO,37.063,-104.701,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2011,8,23,17,51,4,6,5.8,7,VA,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2011,9,2,10,55,53,32,6.8,0,AK,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,11,6,3,53,10,5,5.7,8,OK,OKLAHOMA:  SPARKS,35.532,-96.765,150,0,0,0,0,2,1,0,2,14,1,0,3,0,0,2,0,14,0
2011,11,8,2,46,57,5,5.0,0,OK,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,150,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
2013,1,5,8,58,19,10,7.5,0,AK,ALASKA:  SOUTHEASTERN,55.393,-134.652,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,18,0,50,38,0,2.1,0,,TEXAS:  WEST,31.817,-97.088,150,14,1,0,0,200,3,100,4,50,1,0,0,14,0,200,100,50,0
2014,2,9,2,16,49,5,4.1,4,OK,OKLAHOMA:  GUTHRIE,35.937,-97.271,150,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,3,29,4,10,12,4,5.1,6,CA,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,150,0,0,0,0,0,1,10,3,0,0,20,1,0,0,0,10,0,20
2014,6,23,20,53,7,109,7.9,0,AK,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,7,15,9,8,56,5,3.9,5,OK,OKLAHOMA:  HARRAH,35.524,-97.146,150,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
2014,7,25,10,55,12,10,6.1,4,AK,ALASKA:  SOUTHEASTERN,58.306,-136.96,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,8,24,10,20,6,11,6.1,8,CA,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.312,150,1,1,0,0,257,3,700,4,160,3,1034,4,1,0,257,700,160,1034
2015,7,27,4,49,0,23,6.9,0,AK,ALASKA,52.214,-169.399,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,24,10,30,56,126,7.1,6,AK,ALASKA:  KENAI,59.658,-153.452,150,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,4,0
2016,11,7,1,44,24,5,5.0,0,OK,OKLAHOMA:  CUSHING,35.984,-96.798,150,0,0,0,0,0,1,0,1,0,0,50,1,0,0,0,0,0,50
2017,5,1,12,31,54,2,6.2,0,AK,ALASKA:  SKAGWAY,59.844,-136.695,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
